product_name,price_tag,currency (IDR),link_product
Adidas Samba Decon White Black Gum,1400000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-decon-white-black-gum-if0642-ka/98498?from=search
Nike Air Force 1 Ess Sail Black (Women's),1410000,IDR,https://www.kickavenue.com/sneakers/nike/nike-air-force-1-ess-sail-black-w-hf1058-133-ka/103719?from=search
Adidas NMD R1 Japan Boost Grey,1430000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-nmd-r1-japan-boost-grey-s81849-ka/88?from=search
ASICS Skyhand OG White Black Gum,1430000,IDR,https://www.kickavenue.com/sneakers/asics/asics-skyhand-og-white-black-gum-1203a451-101-ka/113845?from=search
Adidas Samba OG Black Embroidered Floral (Women's),1430000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-og-black-embroidered-floral-w-if4397-ka/110433?from=search
Crocs Classic Clog Toy Story Buzz Lightyear,1440000,IDR,https://www.kickavenue.com/sneakers/crocs/crocs-classic-clog-toy-story-buzz-lightyear-209545-0id-ka/96457?from=search
New Balance 1906R Grey Day,1450000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-grey-day-m1906rgr-ka/105452?from=search
Nike Dunk Low LX Year Of Dragon Dusty Cactus (Women's),1460000,IDR,https://www.kickavenue.com/sneakers/nike/nike-dunk-low-lx-year-of-dragon-dusty-cactus-w-fz5065-111-ka/74324?from=search
Nike P-6000 Metallic Silver Sail,1470000,IDR,https://www.kickavenue.com/sneakers/nike/nike-p-6000-metallic-silver-sail-cn0149-001-ka/78213?from=search
Air Jordan 1 High Zoom Air CMFT 2 Particle Grey,1470000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-high-zoom-air-cmft-2-particle-grey-dv1307-101-ka/92287?from=search
Air Jordan 1 Low Multicolor Sashiko (Women's),1490000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-low-multicolor-sashiko-w-fv3623-151-ka/75083?from=search
Adidas Samba OG Night Navy Cream,1500000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-og-night-navy-cream-id2056-ka/71458?from=search
New Balance 1906U Triple Black,1500000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906u-triple-black-m1906nj-ka/110330?from=search
Adidas Samba OG Cloud White Core Black,1500000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-og-cloud-white-core-black-b75806-ka/3743?from=search
Vans Style 36 Stranger Things,1500000,IDR,https://www.kickavenue.com/sneakers/vans/vans-style-36-stranger-things-vn0a3dz3y09-ka-2/37671?from=search
Adidas Handball Spezial Preloved Green,1500000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-handball-spezial-preloved-green-ig6192-ka/104080?from=search
New Balance 1906R Beige Cream,1520000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-beige-cream-m1906rl-ka-2/39658?from=search
Adidas Handball Spezial Navy Gum,1520000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-handball-spezial-navy-gum-bd7633-ka/35358?from=search
Adidas Handball Spezial Clear Pink Arctic Night (Women's),1540000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-handball-spezial-clear-pink-arctic-night-w-if6561-ka/73678?from=search
New Balance 1906R Urbancore Silver,1540000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-urbancore-silver-m1906rcb-ka/75104?from=search
New Balance 1906N Team Away Grey,1540000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906n-team-away-grey-m1906nb-ka/105478?from=search
Air Jordan 1 Mid SE Paris YMCA,1540000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-mid-se-paris-ymca-fz4359-200-ka/95731?from=search
New Balance 530 White Magenta,1550000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-530-white-magenta-mr530sgc-ka/108022?from=search
Air Jordan 1 Retro High OG Royal Reimagined,1550000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-retro-high-og-royal-reimagined-dz5485-042-ka/62931?from=search
New Balance 1906R Silver Metallic Sea Salt,1570000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-silver-metallic-sea-salt-m1906ree-ka/96268?from=search
adidas Samba Inter Miami CF Messi Pink,1580000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-inter-miami-cf-messi-pink-ih8158-ka/103614?from=search
Adidas Handball Spezial Sandy Pink Gum (Women's),1600000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-handball-spezial-sandy-pink-gum-w-ig1977-ka/112339?from=search
Nike P-6000 Black,1600000,IDR,https://www.kickavenue.com/sneakers/nike/nike-p-6000-black-cd6404-002-ka/84736?from=search
New Balance 2002R Vintage Black Grey,1640000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-2002r-vintage-black-grey-m2002rbv-ka/113729?from=search
New Balance 2002R Navy Eclipse,1640000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-2002r-navy-eclipse-m2002rca-ka-2/38514?from=search
Adidas Handball Spezial Black Yellow,1640000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-handball-spezial-black-yellow-fx5676-ka/74066?from=search
Air Jordan 1 Retro High OG Green Glow,1640000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-retro-high-og-green-glow-dz5485-130-ka/103936?from=search
Air Jordan 1 Retro High Bloodline,1650000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-retro-high-bloodline-555088-062-ka-2/5780?from=search
Air Jordan 1 Low Paris,1650000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-low-paris-cv3043-100-ka-2/6982?from=search
New Balance 9060 Rain Cloud Grey,1670000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-9060-rain-cloud-grey-u9060gry-ka-2/38412?from=search
Adidas Gazelle Indoor Shadow Fig (Women's),1670000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-gazelle-indoor-shadow-fig-w-ih5483-ka/105583?from=search
New Balance 1906R Beige Grey,1680000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-beige-grey-m1906rfi-ka/111633?from=search
New Balance 1906R White Gold,1680000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-white-gold-m1906ra-ka-2/36511?from=search
New Balance 1906R White Metallic Gold (Grade School),1690000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-white-metallic-gold-gs-gc1906ra-ka/111536?from=search
New Balance 1906D Protection Pack Eclipse,1700000,IDR,https://www.kickavenue.com/sneakers/new-balance/jordan-flyknit-elevation-23-red-m1906di-ka/94500?from=search
New Balance 1906R Brighton Grey,1710000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-brighton-grey-m1906rha-ka/77533?from=search
Nike Dunk Low QS Halloween Skull,1750000,IDR,https://www.kickavenue.com/sneakers/nike/nike-dunk-low-qs-halloween-skull-hv6103-300-ka/114527?from=search
New Balance 1906R Silver Blue,1750000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-silver-blue-m1906reb-ka/78918?from=search
ASICS Gel-NYC Graphite Grey Smoke Grey,1760000,IDR,https://www.kickavenue.com/sneakers/asics/asics-gel-nyc-graphite-grey-smoke-grey-1203a383-002-ka/79220?from=search
Air Jordan 1 Retro High Golf Bordeaux,1780000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-retro-high-golf-bordeaux-dq0660-103-ka/64102?from=search
ASICS Gel-NYC White Steel Grey,1790000,IDR,https://www.kickavenue.com/sneakers/asics/asics-gel-nyc-white-steel-grey-1201a789-102-ka/101408?from=search
ASICS Gel-Kayano 14 White Midnight (Women's),1820000,IDR,https://www.kickavenue.com/sneakers/asics/asics-gel-kayano-14-white-midnight-w-1202a056-109-ka/61052?from=search
Onitsuka Tiger Tokuten White Black Gold,1820000,IDR,https://www.kickavenue.com/sneakers/onitsuka-tiger/onitsuka-tiger-tokuten-white-black-gold-1183b938-100-ka/108274?from=search
Adidas Samba OG Black White Gum,1820000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-og-black-white-gum-b75807-bz0058-ka/57287?from=search
Adidas Handball Spezial Earth Strata (Women's),1830000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-handball-spezial-earth-strata-w-if6490-ka/107676?from=search
ASICS Gel-NYC Oatmeal Obsidian Grey,1840000,IDR,https://www.kickavenue.com/sneakers/asics/asics-gel-nyc-oatmeal-obsidian-grey-1201a789-250-ka/101405?from=search
Yeezy Boost 700 MNVN Triple Black,1850000,IDR,https://www.kickavenue.com/sneakers/yeezy/yeezy-boost-700-mnvn-triple-black-fv4440-ka/6692?from=search
Air Jordan 1 Mid Black Chile Red White,1870000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-mid-black-chile-red-white-554724-075-ka-2/17081?from=search
ASICS Gel-NYC Ivy Smoke Grey,1870000,IDR,https://www.kickavenue.com/sneakers/asics/asics-gel-nyc-ivy-smoke-grey-1203a383-302-ka/79221?from=search
New Balance 1906R Silver Metallic Black,1920000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-silver-metallic-black-m1906rer-ka/107986?from=search
Adidas Handball Spezial Night Indigo,1920000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-handball-spezial-night-indigo-if7087-ka/108047?from=search
ASICS Gel-Kayano 14 Earthenware Pack White Sage,1920000,IDR,https://www.kickavenue.com/sneakers/asics/asics-gel-kayano-14-earthenware-pack-white-sage-1203a412-020-ka/77829?from=search
Nike Dunk Low SB Chameleon X Alexis Sablone,1920000,IDR,https://www.kickavenue.com/sneakers/nike/nike-dunk-low-sb-chameleon-x-alexis-sablone-hj3386-300-ka/109900?from=search
New Balance 2002R Grey Black JD Sports Exclusive,1930000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-2002r-grey-black-jd-sports-exclusive-m2002rc1-ka-2/37252?from=search
Adidas Gazelle Indoor Pink Spark Preloved Green (Women's),1930000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-gazelle-indoor-pink-spark-preloved-green-w-ig6782-ka/109703?from=search
Nike Zoom Vomero 5 Photon Dust Pink Foam (Women's),1940000,IDR,https://www.kickavenue.com/sneakers/nike/nike-zoom-vomero-5-photon-dust-pink-foam-w-hf1877-001-ka/109601?from=search
New Balance 1906R Black Silver Metallic,1950000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906r-black-silver-metallic-m1906rch-ka/73686?from=search
Air Jordan 1 High OG Midnight Navy,1970000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-high-og-midnight-navy-dz5485-401-ka/77729?from=search
Puma Speedcat OG Black White,1990000,IDR,https://www.kickavenue.com/sneakers/puma/puma-speedcat-og-black-white-398846-01-ka/106987?from=search
ASICS Gel-Kayano 14 Birch Dark Pewter,1990000,IDR,https://www.kickavenue.com/sneakers/asics/asics-gel-kayano-14-birch-dark-pewter-1201a019-200-ka/77892?from=search
New Balance 2002R Protection Pack Sea Salt,1990000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-2002r-protection-pack-sea-salt-m2002rdc-ka-2/26020?from=search
Adidas Bali Tactile Steel Dark Marine,2010000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-bali-tactile-steel-dark-marine-ig6195-ka/96676?from=search
ASICS Gel NYC Cream Mocha,2060000,IDR,https://www.kickavenue.com/sneakers/asics/asics-gel-nyc-cream-mocha-1203a383-103-ka/109722?from=search
Adidas Samba Sporty & Rich White Collegiate Burgundy,2090000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-sporty-rich-white-collegiate-burgundy-if5660-ka/75410?from=search
On Running Cloud 5 All Black,2090000,IDR,https://www.kickavenue.com/sneakers/on-running/on-running-cloud-5-all-black-59-98986-ka/65997?from=search
Adidas Handball Spezial Shukyu × Ewax Black,2100000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-handball-spezial-shukyu-x-ewax-black-hp6695-ka/111429?from=search
New Balance 990v4 MiUSA Teddy Santis Marblehead Vintage Indigo,2100000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-990v4-miusa-teddy-santis-marblehead-vintage-indigo-u990ta4-ka/60037?from=search
Nike Kobe 4 Protro Gift of Mamba,2120000,IDR,https://www.kickavenue.com/sneakers/nike/nike-kobe-4-protro-gift-of-mamba-fq3544-001-ka/77401?from=search
Puma LaMelo Ball MB.04 LaFrancé,2130000,IDR,https://www.kickavenue.com/sneakers/puma/puma-lamelo-ball-mb04-lafranc-310697-01-ka/112885?from=search
Nike SB Dunk Low Fog,2130000,IDR,https://www.kickavenue.com/sneakers/nike/nike-sb-dunk-low-fog-bq6817-010-ka/32054?from=search
Puma Speedcat OG Red White,2180000,IDR,https://www.kickavenue.com/sneakers/puma/puma-speedcat-og-red-white-398846-02-ka/106988?from=search
Puma Speedcat OG Team Light Blue,2180000,IDR,https://www.kickavenue.com/sneakers/puma/puma-speedcat-og-team-light-blue-398847-01-ka/114528?from=search
ASICS Gel NYC Black Cream,2190000,IDR,https://www.kickavenue.com/sneakers/asics/asics-gel-nyc-black-cream-1203a663-002-ka/112881?from=search
Air Jordan 1 Retro High OG UNC Toe,2200000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-retro-high-og-unc-toe-dz5485-400-ka/64107?from=search
Puma Speedcat Archive Haute Coffee,2210000,IDR,https://www.kickavenue.com/sneakers/puma/puma-speedcat-archive-haute-coffee-398847-02-ka/114526?from=search
Nike Air Max Plus Triple Black,2220000,IDR,https://www.kickavenue.com/sneakers/nike/nike-air-max-plus-triple-black-604133-050-ka/5252?from=search
Nike Dunk Low SB Ultra Humanized X THERE Skateboards,2220000,IDR,https://www.kickavenue.com/sneakers/nike/nike-dunk-low-sb-ultra-humanized-x-there-skateboards-hf7743-001-ka/109921?from=search
Air Jordan 1 Retro Low OG Mocha,2250000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-retro-low-og-mocha-cz0790-102-ka/74323?from=search
Adidas Samba OG Maha Half Green,2260000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-og-maha-half-green-ie0967-ka/104014?from=search
ASICS Gel NYC Black Coffee,2280000,IDR,https://www.kickavenue.com/sneakers/asics/asics-gel-nyc-black-coffee-1203a663-200-ka/112882?from=search
Air Jordan 1 Retro High Bred Toe,2300000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-retro-high-bred-toe-555088-610-ka-2/626?from=search
Adidas Samba OG Día de Muertos Pack Black,2330000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-og-da-de-muertos-pack-black-ji3932-ka/111626?from=search
Salomon XT-4 OG Aurora Borealis Prairie Sunset,2340000,IDR,https://www.kickavenue.com/sneakers/salomon/salomon-xt-4-og-aurora-borealis-prairie-sunset-l47442200-ka/109159?from=search
Air Jordan 1 Retro High OG Stage Haze,2350000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-retro-high-og-stage-haze-555088-108-ka-2/30194?from=search
Crocs Classic Clog Lightning McQueen,2420000,IDR,https://www.kickavenue.com/sneakers/crocs/crocs-classic-clog-lightning-mcqueen-205759-610-ka/68368?from=search
Air Jordan 4 Retro Red Cement,2500000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-4-retro-red-cement-dh6927-161-ka/66874?from=search
Adidas Samba OG Día de Muertos Pack Off White,2510000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-og-da-de-muertos-pack-off-white-ji3931-ka/111627?from=search
adidas Samba OG Maroon Crystal Sand (Women's),2550000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-og-maroon-crystal-sand-w-if7004-ka/114158?from=search
Salomon XT 4 OG White Ebony,2570000,IDR,https://www.kickavenue.com/sneakers/salomon/salomon-xt-4-og-white-ebony-l47133000-ka/102485?from=search
New Balance 990v4 MiUSA Teddy Santis Grey Black Cream,2600000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-990v4-miusa-teddy-santis-grey-black-cream-u990tg4-ka/98379?from=search
New Balance 1906A Silver Gold Metallic,2610000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-1906a-silver-gold-metallic-m1906ad-ka/112685?from=search
Dr. Martens 1461 Crazy Horse Tan,2650000,IDR,https://www.kickavenue.com/sneakers/dr.-martens/dr-martens-1461-crazy-horse-tan-11838201-ka/79093?from=search
On Running Cloudmonster All Black,2710000,IDR,https://www.kickavenue.com/sneakers/on-running/on-running-cloudmonster-all-black-6199025-ka/78785?from=search
Nike SB Dunk Low Rayssa Leal,2720000,IDR,https://www.kickavenue.com/sneakers/nike/nike-sb-dunk-low-rayssa-leal-fz5251-001-ka/96692?from=search
Nike SB Dunk Low TIGHTBOOTH,2720000,IDR,https://www.kickavenue.com/sneakers/nike/nike-sb-dunk-low-tightbooth-fd2629-100-ka/72632?from=search
Air Jordan 4 Retro Military Blue (2024),2740000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-4-retro-military-blue-2024-fv5029-141-ka/103918?from=search
On Running Cloudmonster 2 White Frost,2750000,IDR,https://www.kickavenue.com/sneakers/on-running/on-running-cloudmonster-2-white-frost-3me10120664-ka/111497?from=search
Sparco x Puma Speedcat OG+ Ribbon Red,2770000,IDR,https://www.kickavenue.com/sneakers/puma/sparco-x-puma-speedcat-og-ribbon-red-307171-05-ka/110212?from=search
On Running Cloudmonster All White,2810000,IDR,https://www.kickavenue.com/sneakers/on-running/on-running-cloudmonster-all-white-6198434-ka/78787?from=search
Nike Dunk High Wu-Tang (2024),2910000,IDR,https://www.kickavenue.com/sneakers/nike/nike-dunk-high-wu-tang-2024-hj4320-001-ka/115398?from=search
Adidas Samba Team Argentina,2970000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-team-argentina-hq7037-ka/39226?from=search
Puma LaMelo Ball LaFrancé Amour Gifted,3000000,IDR,https://www.kickavenue.com/sneakers/puma/puma-lamelo-ball-lafranc-amour-gifted-310867-01-ka/115053?from=search
Jordan 4 Retro White Midnight Navy,3280000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-4-retro-white-midnight-navy-dh6927-140-ka-2/37105?from=search
Adidas Samba Nylon Wales Bonner Wonder Clay Royal,3380000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-nylon-wales-bonner-wonder-clay-royal-ih7756-ka/105306?from=search
Salomon XT-6 GORE-TEX Black Silver,3650000,IDR,https://www.kickavenue.com/sneakers/salomon/salomon-xt-6-gore-tex-black-silver-l47450600blk-ka/96556?from=search
Adidas Samba Wales Bonner Ecrtin Brown,3770000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-wales-bonner-ecrtin-brown-id0217-ka/61662?from=search
Air Jordan 4 Retro White Thunder,3800000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-4-retro-white-thunder-fq8138-001-ka/111908?from=search
Salomon XT-6 Gore-Tex Black Lunar Rock,4500000,IDR,https://www.kickavenue.com/sneakers/salomon/salomon-xt-6-gore-tex-black-lunar-rock-l41663500-ka/41553?from=search
New Balance 990v6 x Carhartt WIP Sculpture Center,4900000,IDR,https://www.kickavenue.com/sneakers/new-balance/new-balance-990v6-x-carhartt-wip-sculpture-center-m990ch6-ka/73598?from=search
Nike KD 17 Aunt Pearl,5000000,IDR,https://www.kickavenue.com/sneakers/nike/nike-kd-17-aunt-pearl-fz1518-600-ka/115738?from=search
Scuderia Ferrari x Puma Speedcat Rosso Corsa,5330000,IDR,https://www.kickavenue.com/sneakers/puma/scuderia-ferrari-x-puma-speedcat-rosso-corsa-306796-02-ka/110222?from=search
Adidas Samba Nylon Wales Bonner Fox Brown,5400000,IDR,https://www.kickavenue.com/sneakers/adidas/adidas-samba-nylon-wales-bonner-fox-brown-ie0579-ka/74666?from=search
Air Jordan 1 Retro Low OG Game Royal,5470000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-retro-low-og-game-royal-cz0790-140-ka/113726?from=search
Nike SB Dunk Low Born X Raised One Block At A Time,6070000,IDR,https://www.kickavenue.com/sneakers/nike/nike-sb-dunk-low-born-x-raised-one-block-at-a-time-fn7819-400-ka/62578?from=search
Jordan 4 Retro Travis Scott Cactus Jack,6300000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-4-retro-travis-scott-cactus-jack-308497-406-ka-2/1259?from=search
Nike Air Force 1 Low G-Dragon Peaceminusone Para-Noise 2.0,6650000,IDR,https://www.kickavenue.com/sneakers/nike/nike-air-force-1-low-g-dragon-peaceminusone-para-noise-20-dd3223-100-ka/15031?from=search
Air Jordan 1 Retro Low OG SP Travis Scott Medium Olive,7880000,IDR,https://www.kickavenue.com/sneakers/air-jordan/air-jordan-1-retro-low-og-sp-travis-scott-medium-olive-dm7866-200-ka/109895?from=search
Air Jordan 1 Low Fragment x Travis Scott,9000000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-low-fragment-x-travis-scott-dm7866-140-ka-2/24725?from=search
Air Jordan 1 Retro High Off-White White,50000000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-retro-high-off-white-white-aq0818-100-ka/635?from=search
Air Jordan 1 Retro High Dior,102600000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-retro-high-dior-cn8607-002-ka-2/5964?from=search
Air Jordan 1 Retro Low Dior,105630000,IDR,https://www.kickavenue.com/sneakers/air-jordan/jordan-1-retro-low-dior-cn8608-002-ka-2/9491?from=search
Nike Air Force 1 Low Off-White ComplexCon,239920000,IDR,https://www.kickavenue.com/sneakers/nike/nike-air-force-1-low-off-white-complexcon-ao4297-100-ka/667?from=search
